Year,Port Name,Cargo Code,Cargo Name,Cargo Group Code,Cargo Group Name,Direction,Tonnage,Units,TEU,Published Port Lat,Published Port Long,,
2016,Heysham,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,56,0,54.0494955,-2.890311,,
2016,Heysham,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,7,1,0,54.0494955,-2.890311,,
2016,Heysham,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,41,23,0,54.0494955,-2.890311,,
2016,Heysham,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,2097,109,0,54.0494955,-2.890311,,
2016,Heysham,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,2062,112,0,54.0494955,-2.890311,,
2016,Heysham,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,0,0,0,54.0494955,-2.890311,,
2016,Heysham,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,0,0,0,54.0494955,-2.890311,,
2016,Heysham,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,14,0,0,54.0494955,-2.890311,,
2016,Heysham,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,14,0,0,54.0494955,-2.890311,,
2016,Heysham,100,All Main Freight,0,Main Freight,Inwards,2268,123,0,54.0494955,-2.890311,,
2016,Heysham,100,All Main Freight,0,Main Freight,Outwards,2216,127,0,54.0494955,-2.890311,,
2016,Holyhead,1,All Cargo,1,All Cargo,Inwards,2446,433,0,53.3106715,-4.6330966,,
2016,Holyhead,1,All Cargo,1,All Cargo,Outwards,2497,463,0,53.3106715,-4.6330966,,
2016,Holyhead,13,Oil products,10,Liquid Bulk,Inwards,19,0,0,53.3106715,-4.6330966,,
2016,Holyhead,13,Oil products,10,Liquid Bulk,Outwards,5,0,0,53.3106715,-4.6330966,,
2016,Holyhead,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,1708,145,0,53.3106715,-4.6330966,,
2016,Holyhead,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,1764,154,0,53.3106715,-4.6330966,,
2016,Holyhead,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,221,0,53.3106715,-4.6330966,,
2016,Holyhead,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,239,0,53.3106715,-4.6330966,,
2016,Holyhead,53,Passenger buses,50,Ro-Ro Self-Prop,Inwards,0,6,0,53.3106715,-4.6330966,,
2016,Holyhead,53,Passenger buses,50,Ro-Ro Self-Prop,Outwards,0,5,0,53.3106715,-4.6330966,,
2016,Holyhead,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,719,61,0,53.3106715,-4.6330966,,
2016,Holyhead,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,724,63,0,53.3106715,-4.6330966,,
2016,Holyhead,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,0,0,0,53.3106715,-4.6330966,,
2016,Holyhead,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,3,2,0,53.3106715,-4.6330966,,
2016,Holyhead,100,All Main Freight,0,Main Freight,Inwards,2427,206,0,53.3106715,-4.6330966,,
2016,Holyhead,100,All Main Freight,0,Main Freight,Outwards,2488,217,0,53.3106715,-4.6330966,,
2016,Hull,1,All Cargo,1,All Cargo,Inwards,7470,248,123,53.743659,-0.33823852,,
2016,Hull,1,All Cargo,1,All Cargo,Outwards,2697,244,114,53.743659,-0.33823852,,
2016,Hull,11,Liquefied gas,10,Liquid Bulk,Outwards,228,0,0,53.743659,-0.33823852,,
2016,Hull,13,Oil products,10,Liquid Bulk,Inwards,33,0,0,53.743659,-0.33823852,,
2016,Hull,13,Oil products,10,Liquid Bulk,Outwards,18,0,0,53.743659,-0.33823852,,
2016,Hull,19,Other liquid bulk products,10,Liquid Bulk,Inwards,754,0,0,53.743659,-0.33823852,,
2016,Hull,19,Other liquid bulk products,10,Liquid Bulk,Outwards,754,0,0,53.743659,-0.33823852,,
2016,Hull,21,Ores,20,Dry Bulk,Inwards,24,0,0,53.743659,-0.33823852,,
2016,Hull,21,Ores,20,Dry Bulk,Outwards,133,0,0,53.743659,-0.33823852,,
2016,Hull,22,Coal,20,Dry Bulk,Inwards,55,0,0,53.743659,-0.33823852,,
2016,Hull,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,172,0,0,53.743659,-0.33823852,,
2016,Hull,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,155,0,0,53.743659,-0.33823852,,
2016,Hull,29,Other dry bulk,20,Dry Bulk,Inwards,2843,0,0,53.743659,-0.33823852,,
2016,Hull,29,Other dry bulk,20,Dry Bulk,Outwards,56,0,0,53.743659,-0.33823852,,
2016,Hull,31,20' freight units,30,Lo-Lo,Inwards,309,18,18,53.743659,-0.33823852,,
2016,Hull,31,20' freight units,30,Lo-Lo,Outwards,141,16,16,53.743659,-0.33823852,,
2016,Hull,32,40' freight units,30,Lo-Lo,Inwards,50,3,6,53.743659,-0.33823852,,
2016,Hull,32,40' freight units,30,Lo-Lo,Outwards,14,4,8,53.743659,-0.33823852,,
2016,Hull,33,Freight units >20' & <40',30,Lo-Lo,Inwards,95,5,7,53.743659,-0.33823852,,
2016,Hull,33,Freight units >20' & <40',30,Lo-Lo,Outwards,21,4,6,53.743659,-0.33823852,,
2016,Hull,34,Freight units >40',30,Lo-Lo,Inwards,625,41,92,53.743659,-0.33823852,,
2016,Hull,34,Freight units >40',30,Lo-Lo,Outwards,268,37,84,53.743659,-0.33823852,,
2016,Hull,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,510,34,0,53.743659,-0.33823852,,
2016,Hull,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,349,37,0,53.743659,-0.33823852,,
2016,Hull,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,86,0,53.743659,-0.33823852,,
2016,Hull,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,87,0,53.743659,-0.33823852,,
2016,Hull,53,Passenger buses,50,Ro-Ro Self-Prop,Inwards,0,3,0,53.743659,-0.33823852,,
2016,Hull,53,Passenger buses,50,Ro-Ro Self-Prop,Outwards,0,3,0,53.743659,-0.33823852,,
2016,Hull,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,5,1,0,53.743659,-0.33823852,,
2016,Hull,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,26,3,0,53.743659,-0.33823852,,
2016,Hull,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,544,28,0,53.743659,-0.33823852,,
2016,Hull,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,258,26,0,53.743659,-0.33823852,,
2016,Hull,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,49,6,0,53.743659,-0.33823852,,
2016,Hull,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,18,4,0,53.743659,-0.33823852,,
2016,Hull,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Inwards,442,23,0,53.743659,-0.33823852,,
2016,Hull,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Outwards,174,25,0,53.743659,-0.33823852,,
2016,Hull,91,Forestry products,90,Other General Cargo,Inwards,476,0,0,53.743659,-0.33823852,,
2016,Hull,92,Iron and steel products,90,Other General Cargo,Inwards,434,0,0,53.743659,-0.33823852,,
2016,Hull,92,Iron and steel products,90,Other General Cargo,Outwards,18,0,0,53.743659,-0.33823852,,
2016,Hull,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,50,0,0,53.743659,-0.33823852,,
2016,Hull,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,68,0,0,53.743659,-0.33823852,,
2016,Hull,100,All Main Freight,0,Main Freight,Inwards,2576,152,123,53.743659,-0.33823852,,
2016,Hull,100,All Main Freight,0,Main Freight,Outwards,1223,149,114,53.743659,-0.33823852,,
2016,Ipswich,1,All Cargo,1,All Cargo,Inwards,1332,0,0,52.0579324,1.1528095,,
2016,Ipswich,1,All Cargo,1,All Cargo,Outwards,1228,0,0,52.0579324,1.1528095,,
2016,Ipswich,19,Other liquid bulk products,10,Liquid Bulk,Inwards,48,0,0,52.0579324,1.1528095,,
2016,Ipswich,21,Ores,20,Dry Bulk,Outwards,69,0,0,52.0579324,1.1528095,,
2016,Ipswich,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,246,0,0,52.0579324,1.1528095,,
2016,Ipswich,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,1113,0,0,52.0579324,1.1528095,,
2016,Ipswich,29,Other dry bulk,20,Dry Bulk,Inwards,890,0,0,52.0579324,1.1528095,,
2016,Ipswich,29,Other dry bulk,20,Dry Bulk,Outwards,27,0,0,52.0579324,1.1528095,,
2016,Ipswich,31,20' freight units,30,Lo-Lo,Inwards,0,0,0,52.0579324,1.1528095,,
2016,Ipswich,31,20' freight units,30,Lo-Lo,Outwards,0,0,0,52.0579324,1.1528095,,
2016,Ipswich,32,40' freight units,30,Lo-Lo,Inwards,0,0,0,52.0579324,1.1528095,,
2016,Ipswich,32,40' freight units,30,Lo-Lo,Outwards,0,0,0,52.0579324,1.1528095,,
2016,Ipswich,91,Forestry products,90,Other General Cargo,Inwards,91,0,0,52.0579324,1.1528095,,
2016,Ipswich,92,Iron and steel products,90,Other General Cargo,Inwards,1,0,0,52.0579324,1.1528095,,
2016,Ipswich,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,57,0,0,52.0579324,1.1528095,,
2016,Ipswich,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,18,0,0,52.0579324,1.1528095,,
2016,Ipswich,100,All Main Freight,0,Main Freight,Inwards,0,0,0,52.0579324,1.1528095,,
2016,Ipswich,100,All Main Freight,0,Main Freight,Outwards,0,0,0,52.0579324,1.1528095,,
2016,Kilroot Power Station Jetty,1,All Cargo,1,All Cargo,Inwards,827,0,0,54.7321574,-5.7664992,,
2016,Kilroot Power Station Jetty,1,All Cargo,1,All Cargo,Outwards,17,0,0,54.7321574,-5.7664992,,
2016,Kilroot Power Station Jetty,13,Oil products,10,Liquid Bulk,Inwards,50,0,0,54.7321574,-5.7664992,,
2016,Kilroot Power Station Jetty,22,Coal,20,Dry Bulk,Inwards,777,0,0,54.7321574,-5.7664992,,
2016,Kilroot Power Station Jetty,29,Other dry bulk,20,Dry Bulk,Outwards,17,0,0,54.7321574,-5.7664992,,
2016,Larne,1,All Cargo,1,All Cargo,Inwards,1472,180,0,54.8508458,-5.8183116,,
2016,Larne,1,All Cargo,1,All Cargo,Outwards,1298,164,0,54.8508458,-5.8183116,,
2016,Larne,13,Oil products,10,Liquid Bulk,Inwards,4,0,0,54.8508458,-5.8183116,,
2016,Larne,29,Other dry bulk,20,Dry Bulk,Outwards,1,0,0,54.8508458,-5.8183116,,
2016,Larne,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,946,75,0,54.8508458,-5.8183116,,
2016,Larne,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,744,64,0,54.8508458,-5.8183116,,
2016,Larne,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,69,0,54.8508458,-5.8183116,,
2016,Larne,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,66,0,54.8508458,-5.8183116,,
2016,Larne,53,Passenger buses,50,Ro-Ro Self-Prop,Inwards,0,2,0,54.8508458,-5.8183116,,
2016,Larne,53,Passenger buses,50,Ro-Ro Self-Prop,Outwards,0,1,0,54.8508458,-5.8183116,,
2016,Larne,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,0,0,0,54.8508458,-5.8183116,,
2016,Larne,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,0,0,0,54.8508458,-5.8183116,,
2016,Larne,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,503,34,0,54.8508458,-5.8183116,,
2016,Larne,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,543,34,0,54.8508458,-5.8183116,,
2016,Larne,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,1,0,0,54.8508458,-5.8183116,,
2016,Larne,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,0,0,0,54.8508458,-5.8183116,,
2016,Larne,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,17,0,0,54.8508458,-5.8183116,,
2016,Larne,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,10,0,0,54.8508458,-5.8183116,,
2016,Larne,100,All Main Freight,0,Main Freight,Inwards,1450,109,0,54.8508458,-5.8183116,,
2016,Larne,100,All Main Freight,0,Main Freight,Outwards,1287,97,0,54.8508458,-5.8183116,,
2016,Liverpool,1,All Cargo,1,All Cargo,Inwards,23793,576,362,53.435409,-3.0044427,,
2016,Liverpool,1,All Cargo,1,All Cargo,Outwards,8108,635,365,53.435409,-3.0044427,,
2016,Liverpool,12,Crude oil,10,Liquid Bulk,Inwards,9000,0,0,53.435409,-3.0044427,,
2016,Liverpool,13,Oil products,10,Liquid Bulk,Inwards,1646,0,0,53.435409,-3.0044427,,
2016,Liverpool,13,Oil products,10,Liquid Bulk,Outwards,222,0,0,53.435409,-3.0044427,,
2016,Liverpool,19,Other liquid bulk products,10,Liquid Bulk,Inwards,613,0,0,53.435409,-3.0044427,,
2016,Liverpool,19,Other liquid bulk products,10,Liquid Bulk,Outwards,50,0,0,53.435409,-3.0044427,,
2016,Liverpool,21,Ores,20,Dry Bulk,Inwards,116,0,0,53.435409,-3.0044427,,
2016,Liverpool,21,Ores,20,Dry Bulk,Outwards,1629,0,0,53.435409,-3.0044427,,
2016,Liverpool,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,2258,0,0,53.435409,-3.0044427,,
2016,Liverpool,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,70,0,0,53.435409,-3.0044427,,
2016,Liverpool,29,Other dry bulk,20,Dry Bulk,Inwards,2376,0,0,53.435409,-3.0044427,,
2016,Liverpool,29,Other dry bulk,20,Dry Bulk,Outwards,62,0,0,53.435409,-3.0044427,,
2016,Liverpool,31,20' freight units,30,Lo-Lo,Inwards,1067,60,60,53.435409,-3.0044427,,
2016,Liverpool,31,20' freight units,30,Lo-Lo,Outwards,620,52,52,53.435409,-3.0044427,,
2016,Liverpool,32,40' freight units,30,Lo-Lo,Inwards,1891,122,243,53.435409,-3.0044427,,
2016,Liverpool,32,40' freight units,30,Lo-Lo,Outwards,1113,123,247,53.435409,-3.0044427,,
2016,Liverpool,33,Freight units >20' & <40',30,Lo-Lo,Inwards,36,2,2,53.435409,-3.0044427,,
2016,Liverpool,33,Freight units >20' & <40',30,Lo-Lo,Outwards,57,19,29,53.435409,-3.0044427,,
2016,Liverpool,34,Freight units >40',30,Lo-Lo,Inwards,447,25,57,53.435409,-3.0044427,,
2016,Liverpool,34,Freight units >40',30,Lo-Lo,Outwards,61,17,37,53.435409,-3.0044427,,
2016,Liverpool,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,1105,81,0,53.435409,-3.0044427,,
2016,Liverpool,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,1163,72,0,53.435409,-3.0044427,,
2016,Liverpool,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,86,0,53.435409,-3.0044427,,
2016,Liverpool,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,86,0,53.435409,-3.0044427,,
2016,Liverpool,53,Passenger buses,50,Ro-Ro Self-Prop,Inwards,0,0,0,53.435409,-3.0044427,,
2016,Liverpool,53,Passenger buses,50,Ro-Ro Self-Prop,Outwards,0,0,0,53.435409,-3.0044427,,
2016,Liverpool,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,19,10,0,53.435409,-3.0044427,,
2016,Liverpool,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,165,69,0,53.435409,-3.0044427,,
2016,Liverpool,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,2260,183,0,53.435409,-3.0044427,,
2016,Liverpool,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,2710,187,0,53.435409,-3.0044427,,
2016,Liverpool,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,1,0,0,53.435409,-3.0044427,,
2016,Liverpool,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,1,0,0,53.435409,-3.0044427,,
2016,Liverpool,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Inwards,88,6,0,53.435409,-3.0044427,,
2016,Liverpool,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Outwards,122,9,0,53.435409,-3.0044427,,
2016,Liverpool,91,Forestry products,90,Other General Cargo,Inwards,224,0,0,53.435409,-3.0044427,,
2016,Liverpool,92,Iron and steel products,90,Other General Cargo,Inwards,594,0,0,53.435409,-3.0044427,,
2016,Liverpool,92,Iron and steel products,90,Other General Cargo,Outwards,25,0,0,53.435409,-3.0044427,,
2016,Liverpool,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,52,0,0,53.435409,-3.0044427,,
2016,Liverpool,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,36,0,0,53.435409,-3.0044427,,
2016,Liverpool,100,All Main Freight,0,Main Freight,Inwards,6894,479,362,53.435409,-3.0044427,,
2016,Liverpool,100,All Main Freight,0,Main Freight,Outwards,5847,479,365,53.435409,-3.0044427,,
2016,Loch Ryan,1,All Cargo,1,All Cargo,Inwards,1166,232,0,54.9697598,-5.0445441,,
2016,Loch Ryan,1,All Cargo,1,All Cargo,Outwards,1190,244,0,54.9697598,-5.0445441,,
2016,Loch Ryan,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,645,59,0,54.9697598,-5.0445441,,
2016,Loch Ryan,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,615,62,0,54.9697598,-5.0445441,,
2016,Loch Ryan,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Inwards,0,133,0,54.9697598,-5.0445441,,
2016,Loch Ryan,52,"Passenger cars, motorcycles and accompanying trailers/caravans",50,Ro-Ro Self-Prop,Outwards,0,140,0,54.9697598,-5.0445441,,
2016,Loch Ryan,53,Passenger buses,50,Ro-Ro Self-Prop,Inwards,0,3,0,54.9697598,-5.0445441,,
2016,Loch Ryan,53,Passenger buses,50,Ro-Ro Self-Prop,Outwards,0,4,0,54.9697598,-5.0445441,,
2016,Loch Ryan,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,0,0,0,54.9697598,-5.0445441,,
2016,Loch Ryan,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,3,2,0,54.9697598,-5.0445441,,
2016,Loch Ryan,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,521,37,0,54.9697598,-5.0445441,,
2016,Loch Ryan,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,572,35,0,54.9697598,-5.0445441,,
2016,Loch Ryan,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,0,0,0,54.9697598,-5.0445441,,
2016,Loch Ryan,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,0,0,0,54.9697598,-5.0445441,,
2016,Loch Ryan,100,All Main Freight,0,Main Freight,Inwards,1166,96,0,54.9697598,-5.0445441,,
2016,Loch Ryan,100,All Main Freight,0,Main Freight,Outwards,1187,97,0,54.9697598,-5.0445441,,
2016,London,1,All Cargo,1,All Cargo,Inwards,43153,1188,759,51.50694,-0.072797405,,
2016,London,1,All Cargo,1,All Cargo,Outwards,7227,824,739,51.50694,-0.072797405,,
2016,London,11,Liquefied gas,10,Liquid Bulk,Inwards,183,0,0,51.50694,-0.072797405,,
2016,London,13,Oil products,10,Liquid Bulk,Inwards,13153,0,0,51.50694,-0.072797405,,
2016,London,19,Other liquid bulk products,10,Liquid Bulk,Inwards,1614,0,0,51.50694,-0.072797405,,
2016,London,19,Other liquid bulk products,10,Liquid Bulk,Outwards,105,0,0,51.50694,-0.072797405,,
2016,London,21,Ores,20,Dry Bulk,Inwards,99,0,0,51.50694,-0.072797405,,
2016,London,21,Ores,20,Dry Bulk,Outwards,1186,0,0,51.50694,-0.072797405,,
2016,London,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,1055,0,0,51.50694,-0.072797405,,
2016,London,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,809,0,0,51.50694,-0.072797405,,
2016,London,29,Other dry bulk,20,Dry Bulk,Inwards,11950,0,0,51.50694,-0.072797405,,
2016,London,29,Other dry bulk,20,Dry Bulk,Outwards,140,0,0,51.50694,-0.072797405,,
2016,London,31,20' freight units,30,Lo-Lo,Inwards,2218,144,144,51.50694,-0.072797405,,
2016,London,31,20' freight units,30,Lo-Lo,Outwards,820,103,103,51.50694,-0.072797405,,
2016,London,32,40' freight units,30,Lo-Lo,Inwards,5210,274,549,51.50694,-0.072797405,,
2016,London,32,40' freight units,30,Lo-Lo,Outwards,1776,274,549,51.50694,-0.072797405,,
2016,London,33,Freight units >20' & <40',30,Lo-Lo,Inwards,79,4,6,51.50694,-0.072797405,,
2016,London,33,Freight units >20' & <40',30,Lo-Lo,Outwards,21,3,5,51.50694,-0.072797405,,
2016,London,34,Freight units >40',30,Lo-Lo,Inwards,612,26,60,51.50694,-0.072797405,,
2016,London,34,Freight units >40',30,Lo-Lo,Outwards,241,36,81,51.50694,-0.072797405,,
2016,London,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Inwards,95,6,0,51.50694,-0.072797405,,
2016,London,51,Road goods vehicles with or without accompanying trailers,50,Ro-Ro Self-Prop,Outwards,37,6,0,51.50694,-0.072797405,,
2016,London,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Inwards,539,479,0,51.50694,-0.072797405,,
2016,London,54,Import/Export motor vehicles,50,Ro-Ro Self-Prop,Outwards,172,129,0,51.50694,-0.072797405,,
2016,London,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Inwards,2618,153,0,51.50694,-0.072797405,,
2016,London,61,Unaccompanied road goods trailers & semi-trailers,50,Ro-Ro Non-SP,Outwards,887,165,0,51.50694,-0.072797405,,
2016,London,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Inwards,15,0,0,51.50694,-0.072797405,,
2016,London,62,"Unaccompanied caravans and other road, agricultural and industrial vehicles",50,Ro-Ro Non-SP,Outwards,4,1,0,51.50694,-0.072797405,,
2016,London,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Inwards,2602,100,0,51.50694,-0.072797405,,
2016,London,63,"Rail wagons, shipborne port to port trailers, and shipborne barges engaged in goods transport",50,Ro-Ro Non-SP,Outwards,831,105,0,51.50694,-0.072797405,,
2016,London,91,Forestry products,90,Other General Cargo,Inwards,726,0,0,51.50694,-0.072797405,,
2016,London,92,Iron and steel products,90,Other General Cargo,Inwards,175,0,0,51.50694,-0.072797405,,
2016,London,92,Iron and steel products,90,Other General Cargo,Outwards,3,0,0,51.50694,-0.072797405,,
2016,London,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,209,0,0,51.50694,-0.072797405,,
2016,London,99,Other general cargo & containers <20',90,Other General Cargo,Outwards,195,0,0,51.50694,-0.072797405,,
2016,London,100,All Main Freight,0,Main Freight,Inwards,13434,709,759,51.50694,-0.072797405,,
2016,London,100,All Main Freight,0,Main Freight,Outwards,4613,694,739,51.50694,-0.072797405,,
2016,Londonderry,1,All Cargo,1,All Cargo,Inwards,1769,0,0,54.9978678,-7.3213056,,
2016,Londonderry,1,All Cargo,1,All Cargo,Outwards,80,0,0,54.9978678,-7.3213056,,
2016,Londonderry,13,Oil products,10,Liquid Bulk,Inwards,588,0,0,54.9978678,-7.3213056,,
2016,Londonderry,19,Other liquid bulk products,10,Liquid Bulk,Inwards,38,0,0,54.9978678,-7.3213056,,
2016,Londonderry,21,Ores,20,Dry Bulk,Outwards,3,0,0,54.9978678,-7.3213056,,
2016,Londonderry,22,Coal,20,Dry Bulk,Inwards,362,0,0,54.9978678,-7.3213056,,
2016,Londonderry,22,Coal,20,Dry Bulk,Outwards,58,0,0,54.9978678,-7.3213056,,
2016,Londonderry,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,433,0,0,54.9978678,-7.3213056,,
2016,Londonderry,29,Other dry bulk,20,Dry Bulk,Inwards,280,0,0,54.9978678,-7.3213056,,
2016,Londonderry,29,Other dry bulk,20,Dry Bulk,Outwards,20,0,0,54.9978678,-7.3213056,,
2016,Londonderry,91,Forestry products,90,Other General Cargo,Inwards,42,0,0,54.9978678,-7.3213056,,
2016,Londonderry,99,Other general cargo & containers <20',90,Other General Cargo,Inwards,27,0,0,54.9978678,-7.3213056,,
2016,Manchester,1,All Cargo,1,All Cargo,Inwards,2524,0,0,53.472005,-2.2985689,,
2016,Manchester,1,All Cargo,1,All Cargo,Outwards,3610,0,0,53.472005,-2.2985689,,
2016,Manchester,11,Liquefied gas,10,Liquid Bulk,Inwards,67,0,0,53.472005,-2.2985689,,
2016,Manchester,11,Liquefied gas,10,Liquid Bulk,Outwards,40,0,0,53.472005,-2.2985689,,
2016,Manchester,13,Oil products,10,Liquid Bulk,Inwards,1020,0,0,53.472005,-2.2985689,,
2016,Manchester,13,Oil products,10,Liquid Bulk,Outwards,2543,0,0,53.472005,-2.2985689,,
2016,Manchester,19,Other liquid bulk products,10,Liquid Bulk,Inwards,429,0,0,53.472005,-2.2985689,,
2016,Manchester,19,Other liquid bulk products,10,Liquid Bulk,Outwards,828,0,0,53.472005,-2.2985689,,
2016,Manchester,21,Ores,20,Dry Bulk,Outwards,18,0,0,53.472005,-2.2985689,,
2016,Manchester,22,Coal,20,Dry Bulk,Inwards,14,0,0,53.472005,-2.2985689,,
2016,Manchester,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Inwards,78,0,0,53.472005,-2.2985689,,
2016,Manchester,23,"Agricultural products (eg grain, soya, tapioca)",20,Dry Bulk,Outwards,1,0,0,53.472005,-2.2985689,,
2016,Manchester,29,Other dry bulk,20,Dry Bulk,Inwards,881,0,0,53.472005,-2.2985689,,
